Club Name,Club Badge URL,Player Name,Player Image URL,Jersey Number,Position,Nationality 1,Nationality 1 Flag URL,Nationality 2,Nationality 2 Flag URL
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Kevin Carlos,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,9,Stürmer,Spanien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3p5egj140x3um7hny0wvolqd6%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Andrin Hunziker,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,17,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972990_51558312.png&w=3840&q=75,Nicolas Glaus,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972990_51558312.png&w=3840&q=75,1,Goalkeeper,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972925_51558247.png&w=3840&q=75,Laurent Seji,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972925_51558247.png&w=3840&q=75,50,Goalkeeper,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F86u6edbqifdjsn49mbp2anw7p%403x.png&w=3840&q=75,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972917_51558239.png&w=3840&q=75,Justin Hammel,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972917_51558239.png&w=3840&q=75,71,Goalkeeper,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972858_51558180.png&w=3840&q=75,Dirk Abels,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972858_51558180.png&w=3840&q=75,2,Defender,Niederlande,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fniederlande%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973034_51558356.png&w=3840&q=75,Saulo Decarli,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973034_51558356.png&w=3840&q=75,3,Defender,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603822_60201940.png&w=3840&q=75,Abdoulaye Diaby,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603822_60201940.png&w=3840&q=75,15,Defender,Mali,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fmali%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973004_51558326.png&w=3840&q=75,Pantaleo Creti,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973004_51558326.png&w=3840&q=75,22,Defender,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75,Uganda,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fuganda%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972855_51558177.png&w=3840&q=75,Allan Arigoni,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972855_51558177.png&w=3840&q=75,34,Defender,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972930_51558252.png&w=3840&q=75,Loris Giandomenico,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972930_51558252.png&w=3840&q=75,51,Defender,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973058_51558380.png&w=3840&q=75,Yannick Bettkober,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973058_51558380.png&w=3840&q=75,58,Defender,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fdeutschland%403x.png&w=3840&q=75,Kamerun,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fkamerun%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603820_60201937.png&w=3840&q=75,Dorian Paloschi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603820_60201937.png&w=3840&q=75,73,Defender,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,Grayson Dettoni,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,4,Defender,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,Maksim Paskotsi,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,26,Defender,,,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972900_51558222.png&w=3840&q=75,Imourane Hassane,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972900_51558222.png&w=3840&q=75,5,Midfielder,Benin,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fbenin%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972859_51558181.png&w=3840&q=75,Amir Abrashi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972859_51558181.png&w=3840&q=75,6,Midfielder,Albanien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Falbanien%403x.png&w=3840&q=75,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973048_51558370.png&w=3840&q=75,Tim Meyer,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973048_51558370.png&w=3840&q=75,8,Midfielder,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972911_51558233.png&w=3840&q=75,Jonathan Asp Jensen,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972911_51558233.png&w=3840&q=75,10,Midfielder,Dänemark,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fdaenemark%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973006_51558327.png&w=3840&q=75,Salifou Diarrassouba,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973006_51558327.png&w=3840&q=75,11,Midfielder,Elfenbeinküste,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Felfenbeinkueste%403x.png&w=3840&q=75,Burkina Faso,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fburkina-faso%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603825_60201943.png&w=3840&q=75,Lovro Zvonarek,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603825_60201943.png&w=3840&q=75,14,Midfielder,Kroatien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fkroatien%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972971_51558293.png&w=3840&q=75,Matteo Mantini,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972971_51558293.png&w=3840&q=75,16,Midfielder,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603830_60201948.png&w=3840&q=75,Óscar Clemente,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2266638%2Fmedia_60603830_60201948.png&w=3840&q=75,17,Midfielder,Spanien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fspanien%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973043_51558365.png&w=3840&q=75,Simone Stroscio,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973043_51558365.png&w=3840&q=75,28,Midfielder,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973033_51558355.png&w=3840&q=75,Samuel Marques,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973033_51558355.png&w=3840&q=75,52,Midfielder,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Portugal,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fportugal%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972950_51558272.png&w=3840&q=75,Luke Plange,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972950_51558272.png&w=3840&q=75,7,Forward,England,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fengland%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972992_51558314.png&w=3840&q=75,Nikolas Muci,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972992_51558314.png&w=3840&q=75,9,Forward,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973073_51558395.png&w=3840&q=75,Lee Young-Jun,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973073_51558395.png&w=3840&q=75,18,Forward,Südkorea,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fsuedkorea%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972929_51558251.png&w=3840&q=75,Leart Kabashi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51972929_51558251.png&w=3840&q=75,21,Forward,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
Grasshopper Club Zürich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973052_51558374.png&w=3840&q=75,Tomás Verón Lupi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1827400%2Fmedia_51973052_51558374.png&w=3840&q=75,27,Forward,Argentinien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fargentinien%403x.png&w=3840&q=75,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fitalien%403x.png&w=3840&q=75
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Thomas Castella,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575941_52160906.png&w=3840&q=75,1,Goalkeeper,Schweiz,https://flagcdn.com/w320/ch.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Karlo Letica,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575919_52160884.png&w=3840&q=75,25,Goalkeeper,Kroatien,https://flagcdn.com/w320/hr.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Tim Hottiger,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575943_52160908.png&w=3840&q=75,94,Goalkeeper,Schweiz,https://flagcdn.com/w320/ch.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Brandon Soppy,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126908_55724733.png&w=3840&q=75,2,Defender,Frankreich,https://flagcdn.com/w320/fr.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Bryan Okoh,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126910_55724735.png&w=3840&q=75,5,Defender,Schweiz,https://flagcdn.com/w320/ch.png,USA,https://flagcdn.com/w320/us.png
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Noë Dussenne,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,6,Defender,Belgien,https://flagcdn.com/w320/be.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Kevin Mouanga,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126941_55724766.png&w=3840&q=75,14,Defender,Kongo,https://flagcdn.com/w320/cg.png,Frankreich,https://flagcdn.com/w320/fr.png
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Morgan Poaty,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126955_55724780.png&w=3840&q=75,18,Defender,Kongo,https://flagcdn.com/w320/cg.png,Frankreich,https://flagcdn.com/w320/fr.png
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Hamza Abdallah,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126929_55724754.png&w=3840&q=75,20,Defender,Frankreich,https://flagcdn.com/w320/fr.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Lorenzo Bittarelli,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126949_55724774.png&w=3840&q=75,50,Defender,Schweiz,https://flagcdn.com/w320/ch.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Rodolfo Lippo,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2199354%2Fmedia_58788741_58386758.png&w=3840&q=75,54,Defender,Finnland,https://flagcdn.com/w320/fi.png,Belgien,https://flagcdn.com/w320/be.png
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Karim Sow,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126938_55724763.png&w=3840&q=75,71,Defender,Schweiz,https://flagcdn.com/w320/ch.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Sékou Fofana,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126970_55724795.png&w=3840&q=75,93,Defender,Frankreich,https://flagcdn.com/w320/fr.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Jamie Roche,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126932_55724757.png&w=3840&q=75,8,Midfielder,Schweden,https://flagcdn.com/w320/se.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Olivier Custodio,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2068822%2Fmedia_56126968_55724793.png&w=3840&q=75,10,Midfielder,Schweiz,https://flagcdn.com/w320/ch.png,,
FC Lausanne-Sport,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1857124%2Fmedia_52575922_52160887.png&w=3840&q=75,Nicky Beloko,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2199354%2Fmedia_58788728_58386745.png&w=3840&q=75,16,Midfielder,Schweiz,https://flagcdn.com/w320/ch.png,Kamerun,https://flagcdn.com/w320/cm.png
