Club Name,Club Badge URL,Player Name,Player Image URL,Jersey Number,Position,Nationality 1,Nationality 1 Flag URL,Nationality 2,Nationality 2 Flag URL
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Janis Widmer,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2063709%2Fmedia_56012331_55610150.png&w=3840&q=75,60,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Jozo Stanic,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323535_51908485.png&w=3840&q=75,4,Verteidiger,Kroatien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2x8y1ngq17i6yotjjkh85kkqe%403x.png&w=3840&q=75,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Stephan Ambrosius,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323559_51908509.png&w=3840&q=75,5,Verteidiger,Ghana,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2q2sw72utw5gu9t5y4knckwba%403x.png&w=3840&q=75,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Albert Vallci,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323539_51908489.png&w=3840&q=75,20,Verteidiger,Österreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F7q0w31g4lmm1jdyq8z6stfytn%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Tom Gaal,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323564_51908514.png&w=3840&q=75,26,Verteidiger,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Hugo Vandermersch,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323531_51908481.png&w=3840&q=75,28,Verteidiger,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F16ywy7p8a9v63b4jdccgnh52e%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Chima Okoroji,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323536_51908486.png&w=3840&q=75,36,Verteidiger,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Tarik Seferovic,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2063709%2Fmedia_56012330_55610149.png&w=3840&q=75,68,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Pascal Büttiker,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323544_51908494.png&w=3840&q=75,71,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Cyrill May,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1970804%2Fmedia_54345594_53937626.png&w=3840&q=75,72,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Behar Neziri,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323553_51908503.png&w=3840&q=75,6,Mittelfeldspieler,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3jnwvuyk8vqewt0r1mvskzqzl%403x.png&w=3840&q=75,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Christian Witzig,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323543_51908493.png&w=3840&q=75,7,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Jordi Quintillà,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323555_51908505.png&w=3840&q=75,8,Mittelfeldspieler,Spanien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2z9z2ooev3k22nybqh1n4qhh9%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Lukas Daschner,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2063709%2Fmedia_56012332_55610151.png&w=3840&q=75,10,Mittelfeldspieler,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Carlo Boukhalfa,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323565_51908515.png&w=3840&q=75,11,Mittelfeldspieler,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Lukas Görtler,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323538_51908488.png&w=3840&q=75,16,Mittelfeldspieler,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F36min0qztu8eydwvpv8t1is0m%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Betim Fazliji,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323542_51908492.png&w=3840&q=75,23,Mittelfeldspieler,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3jnwvuyk8vqewt0r1mvskzqzl%403x.png&w=3840&q=75,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Bastien Toma,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,24,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Enoch Owusu,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323556_51908506.png&w=3840&q=75,47,Mittelfeldspieler,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3z9lwm9i5eznhmpknlkfrjdxs%403x.png&w=3840&q=75,Ghana,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2q2sw72utw5gu9t5y4knckwba%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Corsin Konietzke,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323561_51908511.png&w=3840&q=75,63,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Mihailo Stevanovic,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323541_51908491.png&w=3840&q=75,64,Mittelfeldspieler,Serbien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F1k8ks6rhmpn4b8i0m6yj1e8db%403x.png&w=3840&q=75,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Leonit Ibraimov,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,73,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Mazedonien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F7a0z0i3yq5k2xetyxkl6qf1bm%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Kevin Csoboth,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,77,Mittelfeldspieler,Ungarn,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F5hxqy3p8kgxhjzgkbzzfmxj71%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Willem Geubbels,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,9,Stürmer,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F16ywy7p8a9v63b4jdccgnh52e%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Aliou Balde,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2063709%2Fmedia_56012326_55610145.png&w=3840&q=75,14,Stürmer,Guinea,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F22l87v1y5ijhb9yzltkwupqke%403x.png&w=3840&q=75,Senegal,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F38qr6t3h02p1yb44ifw6s6u7h%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Alessandro Vogt,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1849428%2Fmedia_52323550_51908500.png&w=3840&q=75,18,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3z9lwm9i5eznhmpknlkfrjdxs%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Shkelqim Vladi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2063709%2Fmedia_56012325_55610144.png&w=3840&q=75,19,Stürmer,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3jnwvuyk8vqewt0r1mvskzqzl%403x.png&w=3840&q=75,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Malamine Efekele,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2273148%2Fmedia_60729515_60327642.png&w=3840&q=75,21,Stürmer,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F16ywy7p8a9v63b4jdccgnh52e%403x.png&w=3840&q=75,,
FC St.Gallen 1879,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2F69394e39-72b0-4a3a-b707-3f1c22275a82%2FRZ_CSSL_ClubLogo_FCSG_RGB.png&w=3840&q=75,Tiemoko Ouattara,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2273148%2Fmedia_60729513_60327639.png&w=3840&q=75,77,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Elfenbeinküste,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F30v1tqe8h7lqn3s4u4lf2xdlc%403x.png&w=3840&q=75
FC Sion,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fe0d9825f-f407-49f5-a768-bef695ce53d0%2FRZ_DCL_ClubLogo_FCSion_RGB.png&w=3840&q=75,Anthony Racioppi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1867431%2Fmedia_52815788_52400752.png&w=3840&q=75,1,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Sion,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fe0d9825f-f407-49f5-a768-bef695ce53d0%2FRZ_DCL_ClubLogo_FCSion_RGB.png&w=3840&q=75,Francesco Ruberto,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media-transformed.s3.amazonaws.com%2F322%2F1954813%2Fmedia_54115212_53706049_compressed.png&w=3840&q=75,12,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F25f2cmb2r8mk5rj92tzer6kvv%403x.png&w=3840&q=75
FC Sion,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fe0d9825f-f407-49f5-a768-bef695ce53d0%2FRZ_DCL_ClubLogo_FCSion_RGB.png&w=3840&q=75,Noé Sow,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1867431%2Fmedia_52815844_52400808.png&w=3840&q=75,5,Verteidiger,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2b9422dd81xpux2e0jqs8mf54%403x.png&w=3840&q=75,,
FC Sion,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fe0d9825f-f407-49f5-a768-bef695ce53d0%2FRZ_DCL_ClubLogo_FCSion_RGB.png&w=3840&q=75,Marquinhos Cipriano,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1867431%2Fmedia_52815835_52400799.png&w=3840&q=75,6,Verteidiger,Brasilien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F16at4k28qfc2do7bg979a6rpg%403x.png&w=3840&q=75,,
